id,source_id,source_kind,village_name,province,city,region_basis,name_en,batch,source_url,source_as_of,retrieved_at,latitude,longitude,description
1002803,2803,public,铜仁市江口县太平镇云舍村,贵州,铜仁,name_prefix,Tong Ren Shi Jiang Kou Xian Tai Ping Zhen Yun She Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002802,2802,public,黔东南苗族侗族自治州台江县老屯乡长滩村,贵州,黔东南苗族侗族自治州,name_prefix,Qian Dong Nan Miao Zu Dong Zu Zi Zhi Zhou Tai Jiang Xian Lao Tun Xiang Chang Tan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002801,2801,public,六盘水市盘州市淤泥乡岩博村,贵州,六盘水,name_prefix,Liu Pan Shui Shi Pan Zhou Shi Yu Ni Xiang Yan Bo Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002800,2800,public,安顺市平坝区乐平镇塘约村,贵州,安顺,name_prefix,An Shun Shi Ping Ba Qu Le Ping Zhen Tang Yue Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002799,2799,public,黔南布依族苗族自治州惠水县好花红镇好花红村,贵州,黔南布依族苗族自治州,name_prefix,Qian Nan Bu Yi Zu Miao Zu Zi Zhi Zhou Hui Shui Xian Hao Hua Hong Zhen Hao Hua Hong Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002798,2798,public,遵义市播州区平正仡佬族乡团结村,贵州,遵义,name_prefix,Zun Yi Shi Bo Zhou Qu Ping Zheng Ge Lao Zu Xiang Tuan Jie Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002797,2797,public,遵义市新蒲新区新舟镇槐安村,贵州,遵义,name_prefix,Zun Yi Shi Xin Pu Xin Qu Xin Zhou Zhen Huai An Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002796,2796,public,贵阳市开阳县南江布依族苗族乡龙广村,贵州,贵阳,name_prefix,Gui Yang Shi Kai Yang Xian Nan Jiang Bu Yi Zu Miao Zu Xiang Long Guang Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002795,2795,public,黔西南布依族苗族自治州兴义市万峰林街道上纳灰村,贵州,黔西南布依族苗族自治州,name_prefix,Qian Xi Nan Bu Yi Zu Miao Zu Zi Zhi Zhou Xing Yi Shi Wan Feng Lin Jie Dao Shang Na Hui Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002794,2794,public,六盘水市水城县蟠龙镇百车河村,贵州,六盘水,name_prefix,Liu Pan Shui Shi Shui Cheng Xian Pan Long Zhen Bai Che He Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002793,2793,public,毕节市大方县核桃乡木寨村,贵州,毕节,name_prefix,Bi Jie Shi Da Fang Xian He Tao Xiang Mu Zhai Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002792,2792,public,大理白族自治州大理市双廊镇双廊村,云南,大理白族自治州,name_prefix,Da Li Bai Zu Zi Zhi Zhou Da Li Shi Shuang Lang Zhen Shuang Lang Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002791,2791,public,大理白族自治州大理市双廊镇大建旁村,云南,大理白族自治州,name_prefix,Da Li Bai Zu Zi Zhi Zhou Da Li Shi Shuang Lang Zhen Da Jian Pang Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002790,2790,public,文山壮族苗族自治州丘北县双龙营镇仙人洞村,云南,文山壮族苗族自治州,name_prefix,Wen Shan Zhuang Zu Miao Zu Zi Zhi Zhou Qiu Bei Xian Shuang Long Ying Zhen Xian Ren Dong Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002789,2789,public,普洱市宁洱哈尼族彝族自治县同心镇那柯里村,云南,普洱,name_prefix,Pu Er Shi Ning Er Ha Ni Zu Yi Zu Zi Zhi Xian Tong Xin Zhen Na Ke Li Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002788,2788,public,昆明市安宁市温泉街道温泉小村,云南,昆明,name_prefix,Kun Ming Shi An Ning Shi Wen Quan Jie Dao Wen Quan Xiao Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002787,2787,public,红河哈尼族彝族自治州建水县西庄镇团山村,云南,红河哈尼族彝族自治州,name_prefix,Hong He Ha Ni Zu Yi Zu Zi Zhi Zhou Jian Shui Xian Xi Zhuang Zhen Tuan Shan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002786,2786,public,昆明市宜良县耿家营乡河湾村,云南,昆明,name_prefix,Kun Ming Shi Yi Liang Xian Geng Jia Ying Xiang He Wan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002785,2785,public,西双版纳傣族自治州勐海县打洛镇勐景来村,云南,西双版纳傣族自治州,name_prefix,Xi Shuang Ban Na Dai Zu Zi Zhi Zhou Meng Hai Xian Da Luo Zhen Meng Jing Lai Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002784,2784,public,玉溪市红塔区大营街道大营街社区,云南,玉溪,name_prefix,Yu Xi Shi Hong Ta Qu Da Ying Jie Dao Da Ying Jie She Qu,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002783,2783,public,丽江市古城区大研街道义尚社区文林村民小组,云南,丽江,name_prefix,Li Jiang Shi Gu Cheng Qu Da Yan Jie Dao Yi Shang She Qu Wen Lin Cun Min Xiao Zu,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002782,2782,public,西双版纳傣族自治州勐腊县勐腊镇曼龙勒村民小组,云南,西双版纳傣族自治州,name_prefix,Xi Shuang Ban Na Dai Zu Zi Zhi Zhou Meng La Xian Meng La Zhen Man Long Lei Cun Min Xiao Zu,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002781,2781,public,曲靖市罗平县鲁布革乡腊者村,云南,曲靖,name_prefix,Qu Jing Shi Luo Ping Xian Lu Bu Ge Xiang La Zhe Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002780,2780,public,普洱市思茅区南屏镇曼连社区高家寨村民小组,云南,普洱,name_prefix,Pu Er Shi Si Mao Qu Nan Ping Zhen Man Lian She Qu Gao Jia Zhai Cun Min Xiao Zu,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002779,2779,public,拉萨市尼木县卡如乡卡如村,西藏,拉萨,name_prefix,La Sa Shi Ni Mu Xian Ka Ru Xiang Ka Ru Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002778,2778,public,林芝市波密县古乡巴卡村,西藏,林芝,name_prefix,Lin Zhi Shi Bo Mi Xian Gu Xiang Ba Ka Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002777,2777,public,林芝市巴宜区林芝镇真巴村,西藏,林芝,name_prefix,Lin Zhi Shi Ba Yi Qu Lin Zhi Zhen Zhen Ba Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002776,2776,public,昌都市江达县岗托镇岗托村,西藏,昌都,name_prefix,Chang Du Shi Jiang Da Xian Gang Tuo Zhen Gang Tuo Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002775,2775,public,那曲市尼玛县文部乡南村,西藏,那曲,name_prefix,Na Qu Shi Ni Ma Xian Wen Bu Xiang Nan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002774,2774,public,拉萨市当雄县羊八井镇巴嘎村,西藏,拉萨,name_prefix,La Sa Shi Dang Xiong Xian Yang Ba Jing Zhen Ba Ga Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002773,2773,public,拉萨市达孜区德庆镇白纳村,西藏,拉萨,name_prefix,La Sa Shi Da Zi Qu De Qing Zhen Bai Na Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002772,2772,public,山南市隆子县玉麦乡玉麦村,西藏,山南,name_prefix,Shan Nan Shi Long Zi Xian Yu Mai Xiang Yu Mai Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002771,2771,public,山南市错那县麻麻门巴民族乡麻麻村,西藏,山南,name_prefix,Shan Nan Shi Cuo Na Xian Ma Ma Men Ba Min Zu Xiang Ma Ma Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002770,2770,public,咸阳市礼泉县烟霞镇袁家村,陕西,咸阳,name_prefix,Xian Yang Shi Li Quan Xian Yan Xia Zhen Yuan Jia Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002769,2769,public,商洛市商南县金丝峡镇太子坪村,陕西,商洛,name_prefix,Shang Luo Shi Shang Nan Xian Jin Si Xia Zhen Tai Zi Ping Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002768,2768,public,商洛市柞水县营盘镇朱家湾村,陕西,商洛,name_prefix,Shang Luo Shi Zha Shui Xian Ying Pan Zhen Zhu Jia Wan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002767,2767,public,榆林市佳县坑镇赤牛坬村,陕西,榆林,name_prefix,Yu Lin Shi Jia Xian Keng Zhen Chi Niu Gua Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002766,2766,public,铜川市耀州区石柱镇马咀村,陕西,铜川,name_prefix,Tong Chuan Shi Yao Zhou Qu Shi Zhu Zhen Ma Ju Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002765,2765,public,渭南市白水县杜康镇和家卓村,陕西,渭南,name_prefix,Wei Nan Shi Bai Shui Xian Du Kang Zhen He Jia Zhuo Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002764,2764,public,汉中市留坝县火烧店镇堰坎村,陕西,汉中,name_prefix,Han Zhong Shi Liu Ba Xian Huo Shao Dian Zhen Yan Kan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002763,2763,public,安康市石泉县饶峰镇胜利村,陕西,安康,name_prefix,An Kang Shi Shi Quan Xian Rao Feng Zhen Sheng Li Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002762,2762,public,宝鸡市太白县黄柏塬镇黄柏塬村,陕西,宝鸡,name_prefix,Bao Ji Shi Tai Bai Xian Huang Bai Yuan Zhen Huang Bai Yuan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002761,2761,public,韩城市西庄镇党家村,陕西,韩城,name_prefix,Han Cheng Shi Xi Zhuang Zhen Dang Jia Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002760,2760,public,安康市岚皋县四季镇天坪村,陕西,安康,name_prefix,An Kang Shi Lan Gao Xian Si Ji Zhen Tian Ping Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002759,2759,public,酒泉市敦煌市月牙泉镇月牙泉村,甘肃,酒泉,name_prefix,Jiu Quan Shi Dun Huang Shi Yue Ya Quan Zhen Yue Ya Quan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002758,2758,public,庆阳市华池县南梁镇荔园堡村,甘肃,庆阳,name_prefix,Qing Yang Shi Hua Chi Xian Nan Liang Zhen Li Yuan Bao Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002757,2757,public,甘南藏族自治州卓尼县木耳镇博峪村,甘肃,甘南藏族自治州,name_prefix,Gan Nan Zang Zu Zi Zhi Zhou Zhuo Ni Xian Mu Er Zhen Bo Yu Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002756,2756,public,武威市天祝藏族自治县天堂镇天堂村,甘肃,武威,name_prefix,Wu Wei Shi Tian Zhu Zang Zu Zi Zhi Xian Tian Tang Zhen Tian Tang Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002755,2755,public,临夏回族自治州临夏市折桥镇折桥村,甘肃,临夏回族自治州,name_prefix,Lin Xia Hui Zu Zi Zhi Zhou Lin Xia Shi Zhe Qiao Zhen Zhe Qiao Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002754,2754,public,甘南藏族自治州碌曲县尕海乡尕秀村,甘肃,甘南藏族自治州,name_prefix,Gan Nan Zang Zu Zi Zhi Zhou Lu Qu Xian Ga Hai Xiang Ga Xiu Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002753,2753,public,酒泉市敦煌市阳关镇龙勒村,甘肃,酒泉,name_prefix,Jiu Quan Shi Dun Huang Shi Yang Guan Zhen Long Lei Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002752,2752,public,陇南市康县长坝镇花桥村,甘肃,陇南,name_prefix,Long Nan Shi Kang Xian Zhang Ba Zhen Hua Qiao Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002751,2751,public,张掖市民乐县民联镇东寨村,甘肃,张掖,name_prefix,Zhang Ye Shi Min Yue Xian Min Lian Zhen Dong Zhai Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002750,2750,public,甘南藏族自治州夏河县曲奥乡香告村,甘肃,甘南藏族自治州,name_prefix,Gan Nan Zang Zu Zi Zhi Zhou Xia He Xian Qu Ao Xiang Xiang Gao Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002749,2749,public,庆阳市西峰区显胜乡毛寺村,甘肃,庆阳,name_prefix,Qing Yang Shi Xi Feng Qu Xian Sheng Xiang Mao Si Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002748,2748,public,张掖市临泽县板桥镇红沟村,甘肃,张掖,name_prefix,Zhang Ye Shi Lin Ze Xian Ban Qiao Zhen Hong Gou Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002747,2747,public,西宁市湟中县拦隆口镇拦一村,青海,西宁,name_prefix,Xi Ning Shi Huang Zhong Xian Lan Long Kou Zhen Lan Yi Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002746,2746,public,海东市互助土族自治县东和乡麻吉村,青海,海东,name_prefix,Hai Dong Shi Hu Zhu Tu Zu Zi Zhi Xian Dong He Xiang Ma Ji Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002745,2745,public,西宁市湟中县土门关乡上山庄村,青海,西宁,name_prefix,Xi Ning Shi Huang Zhong Xian Tu Men Guan Xiang Shang Shan Zhuang Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002744,2744,public,西宁市大通回族土族自治县朔北藏族乡边麻沟村,青海,西宁,name_prefix,Xi Ning Shi Da Tong Hui Zu Tu Zu Zi Zhi Xian Shuo Bei Zang Zu Xiang Bian Ma Gou Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002743,2743,public,西宁市湟中县田家寨镇田家寨村,青海,西宁,name_prefix,Xi Ning Shi Huang Zhong Xian Tian Jia Zhai Zhen Tian Jia Zhai Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002742,2742,public,海西蒙古族藏族自治州乌兰县茶卡镇莫河骆驼场,青海,海西蒙古族藏族自治州,name_prefix,Hai Xi Meng Gu Zu Zang Zu Zi Zhi Zhou Wu Lan Xian Cha Ka Zhen Mo He Luo Tuo Chang,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002741,2741,public,海东市互助土族自治县威远镇卓扎滩村,青海,海东,name_prefix,Hai Dong Shi Hu Zhu Tu Zu Zi Zhi Xian Wei Yuan Zhen Zhuo Zha Tan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002740,2740,public,西宁市湟源县日月藏族乡兔儿干村,青海,西宁,name_prefix,Xi Ning Shi Huang Yuan Xian Ri Yue Zang Zu Xiang Tu Er Gan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002739,2739,public,中卫市沙坡头区迎水桥镇沙坡头村,宁夏,中卫,name_prefix,Zhong Wei Shi Sha Po Tou Qu Ying Shui Qiao Zhen Sha Po Tou Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002738,2738,public,固原市西吉县吉强镇龙王坝村,宁夏,固原,name_prefix,Gu Yuan Shi Xi Ji Xian Ji Qiang Zhen Long Wang Ba Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002737,2737,public,固原市隆德县陈靳乡新和村,宁夏,固原,name_prefix,Gu Yuan Shi Long De Xian Chen Jin Xiang Xin He Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002736,2736,public,银川市永宁县闽宁镇原隆村,宁夏,银川,name_prefix,Yin Chuan Shi Yong Ning Xian Min Ning Zhen Yuan Long Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002735,2735,public,固原市隆德县城关镇红崖村,宁夏,固原,name_prefix,Gu Yuan Shi Long De Xian Cheng Guan Zhen Hong Ya Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002734,2734,public,石嘴山市大武口区长胜街道龙泉村,宁夏,石嘴山,name_prefix,Shi Zui Shan Shi Da Wu Kou Qu Zhang Sheng Jie Dao Long Quan Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002733,2733,public,吴忠市利通区上桥镇牛家坊村,宁夏,吴忠,name_prefix,Wu Zhong Shi Li Tong Qu Shang Qiao Zhen Niu Jia Fang Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002732,2732,public,银川市西夏区镇北堡镇镇北堡村,宁夏,银川,name_prefix,Yin Chuan Shi Xi Xia Qu Zhen Bei Bao Zhen Zhen Bei Bao Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002731,2731,public,吴忠市盐池县高沙窝镇兴武营村,宁夏,吴忠,name_prefix,Wu Zhong Shi Yan Chi Xian Gao Sha Wo Zhen Xing Wu Ying Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002730,2730,public,乌鲁木齐市乌鲁木齐县水西沟镇平西梁村,新疆,乌鲁木齐,name_prefix,Wu Lu Mu Qi Shi Wu Lu Mu Qi Xian Shui Xi Gou Zhen Ping Xi Liang Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002729,2729,public,阿勒泰地区布尔津县禾木喀纳斯蒙古族乡禾木村,新疆,阿勒泰地区,name_prefix,A Lei Tai Di Qu Bu Er Jin Xian He Mu Ka Na Si Meng Gu Zu Xiang He Mu Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002728,2728,public,伊犁哈萨克自治州特克斯县喀拉达拉镇琼库什台村,新疆,伊犁哈萨克自治州,name_prefix,Yi Li Ha Sa Ke Zi Zhi Zhou Te Ke Si Xian Ka La Da La Zhen Qiong Ku Shen Tai Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002727,2727,public,吐鲁番市高昌区亚尔镇上湖村,新疆,吐鲁番,name_prefix,Tu Lu Fan Shi Gao Chang Qu Ya Er Zhen Shang Hu Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002726,2726,public,塔城地区额敏县加尔布拉克农场酒花村,新疆,塔城地区,name_prefix,Ta Cheng Di Qu E Min Xian Jia Er Bu La Ke Nong Chang Jiu Hua Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002725,2725,public,巴音郭楞蒙古自治州库尔勒市巴州阿瓦提农场,新疆,巴音郭楞蒙古自治州,name_prefix,Ba Yin Guo Leng Meng Gu Zi Zhi Zhou Ku Er Lei Shi Ba Zhou A Wa Ti Nong Chang,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
1002724,2724,public,克拉玛依市乌尔禾区乌尔禾镇哈克村,新疆,克拉玛依,name_prefix,Ke La Ma Yi Shi Wu Er He Qu Wu Er He Zhen Ha Ke Cun,1,https://sjfw.mct.gov.cn/site/dataservice/rural,2022-12-07,2026-09-26,,,公开名录确认名称与所属地区；活动、餐饮、住宿和坐标尚未补充。
